Competicion,Jornada,Fecha,Equipo local,Equipo visitante,Puntos local,Puntos visitante
Nba,Jornada 141,2023/03/17,Milwaukee Bucks,Indiana Pacers,123,139
Nba,Jornada 141,2023/03/17,Phoenix Suns,Orlando Magic,116,113
Euroliga,Jornada 29,2023/03/17,Barca,Estrella Roja,85,79
Euroliga,Jornada 29,2023/03/17,B. Munich,Alba Berlin,75,76
Nba,Jornada 140,2023/03/16,Miami Heat,Memphis Grizzlies,138,119
Nba,Jornada 140,2023/03/16,Cleveland Cavaliers,Philadelphia 76Ers,109,118
Nba,Jornada 140,2023/03/16,Chicago Bulls,Sacramento Kings,114,117
Nba,Jornada 140,2023/03/16,Minnesota Timberwolves,Boston Celtics,102,104
Nba,Jornada 140,2023/03/16,Houston Rockets,Los Angeles Lakers,114,110
Nba,Jornada 140,2023/03/16,San Antonio Spurs,Dallas Mavericks,128,137
Nba,Jornada 140,2023/03/16,Los Angeles Clippers,Golden State Warriors,134,126
Euroliga,Jornada 29,2023/03/16,Anadolu Efes,Partizan,84,97
Euroliga,Jornada 29,2023/03/16,As Monaco,Virtus Bologna,81,68
Euroliga,Jornada 29,2023/03/16,Zalgiris,Olympiacos,72,74
Euroliga,Jornada 29,2023/03/16,Maccabi,Cazoo Baskonia,93,79
Euroliga,Jornada 29,2023/03/16,Valencia Basket,Fenerbahce,82,80
Euroliga,Jornada 29,2023/03/16,Real Madrid,Milan,91,87
Euroliga,Jornada 29,2023/03/16,Asvel Villeurbanne,Panathinaikos,82,86
Nba,Jornada 139,2023/03/15,Charlotte Hornets,Cleveland Cavaliers,104,120
Nba,Jornada 139,2023/03/15,Washington Wizards,Detroit Pistons,117,97
Nba,Jornada 139,2023/03/15,Toronto Raptors,Denver Nuggets,125,110
Nba,Jornada 139,2023/03/15,New Orleans Pelicans,Los Angeles Lakers,108,123
Nba,Jornada 139,2023/03/15,Oklahoma City Thunder,Brooklyn Nets,121,107
Nba,Jornada 139,2023/03/15,San Antonio Spurs,Orlando Magic,132,114
Nba,Jornada 139,2023/03/15,Phoenix Suns,Milwaukee Bucks,104,116
Nba,Jornada 139,2023/03/15,Portland Trail Blazers,New York Knicks,107,123
Champions League,Octavos,2023/03/15,Hapoel Unet Holon,Sig Strasbourg,65,80
Champions League,Octavos,2023/03/15,Bahcesehir Koleji,Lietuvos,69,92
Champions League,Octavos,2023/03/15,Aek Atenas,Galatasaray,92,78
Champions League,Octavos,2023/03/15,Ucam Murcia,Lenovo Tenerife,82,67
Champions League,Octavos,2023/03/15,Unicaja,Limoges,99,88
Nba,Jornada 138,2023/03/14,Detroit Pistons,Indiana Pacers,117,97
Nba,Jornada 138,2023/03/14,Atlanta Hawks,Minnesota Timberwolves,115,136
Nba,Jornada 138,2023/03/14,Dallas Mavericks,Memphis Grizzlies,88,104
Nba,Jornada 138,2023/03/14,Miami Heat,Utah Jazz,119,115
Nba,Jornada 138,2023/03/14,Houston Rockets,Boston Celtics,111,109
Nba,Jornada 138,2023/03/14,Golden State Warriors,Phoenix Suns,123,112
Nba,Jornada 138,2023/03/14,Sacramento Kings,Milwaukee Bucks,124,133
Euroliga,Jornada 24,2023/03/14,Anadolu Efes,Real Madrid,90,89
Champions League,Octavos,2023/03/14,Darussafaka,Surne Bilbao,95,85
Champions League,Octavos,2023/03/14,Telekom Baskets Bonn,Baxi Manresa,85,75
Champions League,Octavos,2023/03/14,Jda Dijon,Hapoel Jerusalem B.C,64,73
Nba,Jornada 137,2023/03/13,San Antonio Spurs,Oklahoma City Thunder,90,102
Nba,Jornada 137,2023/03/13,New Orleans Pelicans,Portland Trail Blazers,127,110
Nba,Jornada 137,2023/03/13,Los Angeles Lakers,New York Knicks,108,112
Acb,Jornada 22,2023/03/12,Ucam Murcia,Unicaja,85,80
Acb,Jornada 22,2023/03/12,Basquet Girona,Valencia Basket,75,79
Acb,Jornada 22,2023/03/12,Real Madrid,Surne Bilbao,86,65
Acb,Jornada 22,2023/03/12,Real Betis,Cazoo Baskonia,71,83
Acb,Jornada 22,2023/03/12,Barca,Baxi Manresa,93,72
Acb,Jornada 22,2023/03/12,Carplus Fuenlabrada,Rio Breogan,73,92
Nba,Jornada 136,2023/03/12,Charlotte Hornets,Utah Jazz,111,119
Nba,Jornada 136,2023/03/12,Detroit Pistons,Indiana Pacers,115,121
Nba,Jornada 136,2023/03/12,Orlando Magic,Miami Heat,126,114
Nba,Jornada 136,2023/03/12,Atlanta Hawks,Boston Celtics,125,134
Nba,Jornada 136,2023/03/12,Memphis Grizzlies,Dallas Mavericks,112,108
Nba,Jornada 136,2023/03/12,Houston Rockets,Chicago Bulls,111,119
Nba,Jornada 136,2023/03/12,Golden State Warriors,Milwaukee Bucks,125,116
Nba,Jornada 136,2023/03/12,New Orleans Pelicans,Oklahoma City Thunder,96,110
Nba,Jornada 136,2023/03/12,Phoenix Suns,Sacramento Kings,119,128
Nba,Jornada 137,2023/03/12,Denver Nuggets,Brooklyn Nets,120,122
Nba,Jornada 137,2023/03/12,Charlotte Hornets,Cleveland Cavaliers,108,114
Nba,Jornada 137,2023/03/12,Philadelphia 76Ers,Washington Wizards,112,93
Acb,Jornada 22,2023/03/11,Granada,Gran Canaria,80,66
Acb,Jornada 22,2023/03/11,Casademont Zaragoza,Monbus Obradoiro,78,79
Acb,Jornada 22,2023/03/11,Lenovo Tenerife,Joventut Badalona,85,68
Nba,Jornada 135,2023/03/11,Philadelphia 76Ers,Portland Trail Blazers,120,119
Nba,Jornada 135,2023/03/11,Washington Wizards,Atlanta Hawks,107,114
Nba,Jornada 135,2023/03/11,San Antonio Spurs,Denver Nuggets,128,120
Nba,Jornada 135,2023/03/11,Minnesota Timberwolves,Brooklyn Nets,123,124
Nba,Jornada 135,2023/03/11,Miami Heat,Cleveland Cavaliers,119,115
Nba,Jornada 135,2023/03/11,Los Angeles Lakers,Toronto Raptors,122,112
Nba,Jornada 136,2023/03/11,Los Angeles Clippers,New York Knicks,106,95
Nba,Jornada 134,2023/03/10,Detroit Pistons,Charlotte Hornets,103,113
Nba,Jornada 134,2023/03/10,Orlando Magic,Utah Jazz,124,131
Nba,Jornada 134,2023/03/10,Indiana Pacers,Houston Rockets,134,125
Nba,Jornada 134,2023/03/10,Memphis Grizzlies,Golden State Warriors,131,110
Nba,Jornada 134,2023/03/10,Milwaukee Bucks,Brooklyn Nets,118,113
Nba,Jornada 134,2023/03/10,Sacramento Kings,New York Knicks,122,117
Euroliga,Jornada 28,2023/03/10,Anadolu Efes,Maccabi,64,86
Euroliga,Jornada 28,2023/03/10,Fenerbahce,Barca,81,73
Euroliga,Jornada 28,2023/03/10,Panathinaikos,Estrella Roja,75,66
Euroliga,Jornada 28,2023/03/10,Cazoo Baskonia,As Monaco,93,102
Nba,Jornada 133,2023/03/09,Washington Wizards,Atlanta Hawks,120,122
Nba,Jornada 133,2023/03/09,Boston Celtics,Portland Trail Blazers,115,93
Nba,Jornada 133,2023/03/09,Miami Heat,Cleveland Cavaliers,100,104
Nba,Jornada 133,2023/03/09,New Orleans Pelicans,Dallas Mavericks,113,106
Nba,Jornada 133,2023/03/09,Denver Nuggets,Chicago Bulls,96,117
Nba,Jornada 133,2023/03/09,Phoenix Suns,Oklahoma City Thunder,132,101
Nba,Jornada 133,2023/03/09,Los Angeles Clippers,Toronto Raptors,108,100
Euroliga,Jornada 28,2023/03/09,Alba Berlin,Virtus Bologna,74,96
Euroliga,Jornada 28,2023/03/09,Zalgiris,Asvel Villeurbanne,85,67
Euroliga,Jornada 28,2023/03/09,Olympiacos,B. Munich,102,74
Euroliga,Jornada 28,2023/03/09,Milan,Partizan,76,62
Euroliga,Jornada 28,2023/03/09,Real Madrid,Valencia Basket,95,91
Champions League,Octavos,2023/03/09,Galatasaray,Unicaja,72,67
Nba,Jornada 132,2023/03/08,Orlando Magic,Milwaukee Bucks,123,134
Nba,Jornada 132,2023/03/08,Detroit Pistons,Washington Wizards,117,119
Nba,Jornada 132,2023/03/08,Minnesota Timberwolves,Philadelphia 76Ers,94,117
Nba,Jornada 132,2023/03/08,New York Knicks,Charlotte Hornets,105,112
Nba,Jornada 132,2023/03/08,Houston Rockets,Brooklyn Nets,96,118
Nba,Jornada 132,2023/03/08,Oklahoma City Thunder,Golden State Warriors,137,128
Nba,Jornada 132,2023/03/08,Dallas Mavericks,Utah Jazz,120,116
Nba,Jornada 132,2023/03/08,Los Angeles Lakers,Memphis Grizzlies,112,103
Euroliga,Jornada 27,2023/03/08,Maccabi,Fenerbahce,78,74
Euroliga,Jornada 27,2023/03/08,Estrella Roja,Anadolu Efes,94,75
Euroliga,Jornada 27,2023/03/08,As Monaco,Panathinaikos,84,70
Champions League,Octavos,2023/03/08,Bahcesehir Koleji,Baxi Manresa,76,77
Champions League,Octavos,2023/03/08,Telekom Baskets Bonn,Lietuvos,99,72
Champions League,Octavos,2023/03/08,Sig Strasbourg,Jda Dijon,86,67
Nba,Jornada 131,2023/03/07,Cleveland Cavaliers,Boston Celtics,118,114
Nba,Jornada 131,2023/03/07,Indiana Pacers,Philadelphia 76Ers,143,147
Nba,Jornada 131,2023/03/07,Detroit Pistons,Portland Trail Blazers,104,110
Nba,Jornada 131,2023/03/07,Miami Heat,Atlanta Hawks,130,128
Nba,Jornada 131,2023/03/07,Denver Nuggets,Toronto Raptors,118,113
Nba,Jornada 131,2023/03/07,Sacramento Kings,New Orleans Pelicans,123,108
Euroliga,Jornada 27,2023/03/07,Alba Berlin,Zalgiris,63,66
Euroliga,Jornada 27,2023/03/07,Olympiacos,Barca,77,70
Euroliga,Jornada 27,2023/03/07,Valencia Basket,Milan,84,88
Euroliga,Jornada 27,2023/03/07,Virtus Bologna,Partizan,79,88
Euroliga,Jornada 27,2023/03/07,Real Madrid,Cazoo Baskonia,81,85
Euroliga,Jornada 27,2023/03/07,B. Munich,Asvel Villeurbanne,76,72
Champions League,Octavos,2023/03/07,Darussafaka,Ucam Murcia,105,104
Champions League,Octavos,2023/03/07,Hapoel Jerusalem B.C,Hapoel Unet Holon,77,65
Champions League,Octavos,2023/03/07,Surne Bilbao,Lenovo Tenerife,72,74
Champions League,Octavos,2023/03/07,Unicaja,Galatasaray,81,76
Champions League,Octavos,2023/03/07,Limoges,Aek Atenas,63,69
Nba,Jornada 130,2023/03/06,Orlando Magic,Portland Trail Blazers,119,122
Nba,Jornada 130,2023/03/06,Brooklyn Nets,Charlotte Hornets,102,86
Nba,Jornada 130,2023/03/06,Houston Rockets,San Antonio Spurs,142,110
Nba,Jornada 130,2023/03/06,Oklahoma City Thunder,Utah Jazz,129,119
Nba,Jornada 130,2023/03/06,Boston Celtics,New York Knicks,129,131
Nba,Jornada 130,2023/03/06,Washington Wizards,Milwaukee Bucks,111,117
Nba,Jornada 130,2023/03/06,Los Angeles Clippers,Memphis Grizzlies,135,129
Acb,Jornada 21,2023/03/05,Joventut Badalona,Ucam Murcia,94,68
Acb,Jornada 21,2023/03/05,Gran Canaria,Surne Bilbao,94,71
Acb,Jornada 21,2023/03/05,Monbus Obradoiro,Real Madrid,78,84
Acb,Jornada 21,2023/03/05,Valencia Basket,Lenovo Tenerife,77,72
Acb,Jornada 21,2023/03/05,Cazoo Baskonia,Granada,105,81
Nba,Jornada 129,2023/03/05,Cleveland Cavaliers,Detroit Pistons,114,90
Nba,Jornada 129,2023/03/05,Miami Heat,Atlanta Hawks,117,109
Nba,Jornada 129,2023/03/05,San Antonio Spurs,Houston Rockets,110,122
Nba,Jornada 129,2023/03/05,Milwaukee Bucks,Philadelphia 76Ers,130,133
Nba,Jornada 129,2023/03/05,Sacramento Kings,Minnesota Timberwolves,134,138
Nba,Jornada 130,2023/03/05,Dallas Mavericks,Phoenix Suns,126,130
Nba,Jornada 130,2023/03/05,Chicago Bulls,Indiana Pacers,122,125
Nba,Jornada 130,2023/03/05,Los Angeles Lakers,Golden State Warriors,113,105
Acb,Jornada 21,2023/03/04,Unicaja,Basquet Girona,94,70
Acb,Jornada 21,2023/03/04,Baxi Manresa,Carplus Fuenlabrada,92,78
Acb,Jornada 21,2023/03/04,Casademont Zaragoza,Barca,85,83
Acb,Jornada 21,2023/03/04,Rio Breogan,Real Betis,114,115
Nba,Jornada 128,2023/03/04,Charlotte Hornets,Orlando Magic,106,117
Nba,Jornada 128,2023/03/04,Atlanta Hawks,Portland Trail Blazers,129,111
Nba,Jornada 128,2023/03/04,Boston Celtics,Brooklyn Nets,105,115
Nba,Jornada 128,2023/03/04,Oklahoma City Thunder,Utah Jazz,130,103
Nba,Jornada 128,2023/03/04,Chicago Bulls,Phoenix Suns,104,125
Nba,Jornada 128,2023/03/04,Miami Heat,New York Knicks,120,122
Nba,Jornada 128,2023/03/04,Golden State Warriors,New Orleans Pelicans,108,99
Nba,Jornada 128,2023/03/04,Denver Nuggets,Memphis Grizzlies,113,97
Nba,Jornada 128,2023/03/04,Sacramento Kings,Los Angeles Clippers,128,127
Nba,Jornada 128,2023/03/04,Los Angeles Lakers,Minnesota Timberwolves,102,110
Nba,Jornada 129,2023/03/04,Washington Wizards,Toronto Raptors,109,116
Nba,Jornada 127,2023/03/03,Washington Wizards,Toronto Raptors,119,108
Nba,Jornada 127,2023/03/03,Dallas Mavericks,Philadelphia 76Ers,133,126
Nba,Jornada 127,2023/03/03,San Antonio Spurs,Indiana Pacers,110,99
Nba,Jornada 127,2023/03/03,Golden State Warriors,Los Angeles Clippers,115,91
Euroliga,Jornada 26,2023/03/03,Fenerbahce,Virtus Bologna,104,72
Euroliga,Jornada 26,2023/03/03,Asvel Villeurbanne,Real Madrid,71,75
Euroliga,Jornada 26,2023/03/03,Milan,Olympiacos,83,62
Euroliga,Jornada 26,2023/03/03,Cazoo Baskonia,Valencia Basket,114,75
Nba,Jornada 126,2023/03/02,Charlotte Hornets,Phoenix Suns,91,105
Nba,Jornada 126,2023/03/02,Detroit Pistons,Chicago Bulls,115,117
Nba,Jornada 126,2023/03/02,Boston Celtics,Cleveland Cavaliers,117,113
Nba,Jornada 126,2023/03/02,New York Knicks,Brooklyn Nets,142,118
Nba,Jornada 126,2023/03/02,Miami Heat,Philadelphia 76Ers,96,119
Nba,Jornada 126,2023/03/02,Houston Rockets,Memphis Grizzlies,99,113
Nba,Jornada 126,2023/03/02,Milwaukee Bucks,Orlando Magic,139,117
Nba,Jornada 126,2023/03/02,Oklahoma City Thunder,Los Angeles Lakers,117,123
Nba,Jornada 126,2023/03/02,Portland Trail Blazers,New Orleans Pelicans,110,121
Euroliga,Jornada 26,2023/03/02,Barca,Zalgiris,93,74
Euroliga,Jornada 26,2023/03/02,B. Munich,Estrella Roja,87,80
Euroliga,Jornada 26,2023/03/02,Panathinaikos,Anadolu Efes,82,87
Euroliga,Jornada 26,2023/03/02,As Monaco,Maccabi,86,67
Euroliga,Jornada 26,2023/03/02,Partizan,Alba Berlin,88,74
Nba,Jornada 125,2023/03/01,Atlanta Hawks,Washington Wizards,116,119
Nba,Jornada 125,2023/03/01,Brooklyn Nets,Milwaukee Bucks,104,118
Nba,Jornada 125,2023/03/01,Toronto Raptors,Chicago Bulls,104,98
Nba,Jornada 125,2023/03/01,Memphis Grizzlies,Los Angeles Lakers,121,109
Nba,Jornada 125,2023/03/01,Houston Rockets,Denver Nuggets,112,133
Nba,Jornada 125,2023/03/01,Oklahoma City Thunder,Sacramento Kings,117,123
Nba,Jornada 125,2023/03/01,Dallas Mavericks,Indiana Pacers,122,124
Nba,Jornada 125,2023/03/01,Utah Jazz,San Antonio Spurs,94,102
Nba,Jornada 125,2023/03/01,Golden State Warriors,Portland Trail Blazers,123,105
Nba,Jornada 125,2023/03/01,Los Angeles Clippers,Minnesota Timberwolves,101,108
Nba,Jornada 124,2023/02/28,Charlotte Hornets,Detroit Pistons,117,106
Nba,Jornada 124,2023/02/28,Philadelphia 76Ers,Miami Heat,99,101
Nba,Jornada 124,2023/02/28,New York Knicks,Boston Celtics,109,94
Nba,Jornada 124,2023/02/28,New Orleans Pelicans,Orlando Magic,93,101
Nba,Jornada 123,2023/02/27,Cleveland Cavaliers,Toronto Raptors,118,93
Nba,Jornada 123,2023/02/27,Oklahoma City Thunder,Sacramento Kings,115,124
Nba,Jornada 123,2023/02/27,Golden State Warriors,Minnesota Timberwolves,109,104
Nba,Jornada 123,2023/02/27,Portland Trail Blazers,Houston Rockets,131,114
Nba,Jornada 123,2023/02/27,Denver Nuggets,Los Angeles Clippers,134,124
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/27,Finlandia,Alemania,81,87
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/27,Eslovenia,Israel,79,87
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/27,Letonia,Grecia,67,57
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/27,Suecia,Estonia,71,72
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/27,Serbia,Gran Bretana,101,83
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/27,Belgica,Turquia,54,82
Nba,Jornada 122,2023/02/26,Orlando Magic,Indiana Pacers,108,121
Nba,Jornada 122,2023/02/26,Charlotte Hornets,Miami Heat,108,103
Nba,Jornada 122,2023/02/26,New York Knicks,New Orleans Pelicans,128,106
Nba,Jornada 122,2023/02/26,Memphis Grizzlies,Denver Nuggets,112,94
Nba,Jornada 122,2023/02/26,Philadelphia 76Ers,Boston Celtics,107,110
Nba,Jornada 122,2023/02/26,Utah Jazz,San Antonio Spurs,118,102
Nba,Jornada 123,2023/02/26,Milwaukee Bucks,Phoenix Suns,104,101
Nba,Jornada 123,2023/02/26,Atlanta Hawks,Brooklyn Nets,129,127
Nba,Jornada 123,2023/02/26,Chicago Bulls,Washington Wizards,102,82
Nba,Jornada 123,2023/02/26,Dallas Mavericks,Los Angeles Lakers,108,111
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/26,Georgia,Islandia,77,80
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/26,Ucrania,Paises Bajos,72,56
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/26,Francia,Lituania,70,63
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/26,Espana,Italia,68,72
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/26,Montenegro,Republica Checa,88,70
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/26,Hungria,Bosnia Herzegovina,87,77
Nba,Jornada 121,2023/02/25,Washington Wizards,New York Knicks,109,115
Nba,Jornada 121,2023/02/25,Milwaukee Bucks,Miami Heat,128,99
Nba,Jornada 121,2023/02/25,Atlanta Hawks,Cleveland Cavaliers,136,119
Nba,Jornada 121,2023/02/25,Minnesota Timberwolves,Charlotte Hornets,113,121
Nba,Jornada 121,2023/02/25,Chicago Bulls,Brooklyn Nets,131,87
Nba,Jornada 121,2023/02/25,Golden State Warriors,Houston Rockets,116,101
Nba,Jornada 121,2023/02/25,Phoenix Suns,Oklahoma City Thunder,124,115
Nba,Jornada 121,2023/02/25,Los Angeles Clippers,Sacramento Kings,175,176
Nba,Jornada 122,2023/02/25,Detroit Pistons,Toronto Raptors,91,95
Nba,Jornada 120,2023/02/24,Indiana Pacers,Boston Celtics,138,142
Nba,Jornada 120,2023/02/24,Cleveland Cavaliers,Denver Nuggets,109,115
Nba,Jornada 120,2023/02/24,Orlando Magic,Detroit Pistons,108,106
Nba,Jornada 120,2023/02/24,Philadelphia 76Ers,Memphis Grizzlies,110,105
Nba,Jornada 120,2023/02/24,Toronto Raptors,New Orleans Pelicans,115,110
Nba,Jornada 120,2023/02/24,Dallas Mavericks,San Antonio Spurs,142,116
Nba,Jornada 120,2023/02/24,Utah Jazz,Oklahoma City Thunder,120,119
Nba,Jornada 120,2023/02/24,Los Angeles Lakers,Golden State Warriors,124,111
Nba,Jornada 120,2023/02/24,Sacramento Kings,Portland Trail Blazers,133,116
Euroliga,Jornada 25,2023/02/24,Estrella Roja,Alba Berlin,72,87
Euroliga,Jornada 25,2023/02/24,Asvel Villeurbanne,Anadolu Efes,89,90
Euroliga,Jornada 25,2023/02/24,Valencia Basket,Olympiacos,85,92
Euroliga,Jornada 25,2023/02/24,Virtus Bologna,Cazoo Baskonia,88,83
Euroliga,Jornada 25,2023/02/24,Barca,As Monaco,80,70
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/24,Israel,Finlandia,95,97
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/24,Estonia,Eslovenia,79,78
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/24,Turquia,Letonia,74,83
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/24,Grecia,Serbia,97,92
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/24,Alemania,Suecia,73,66
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/24,Gran Bretana,Belgica,59,88
Euroliga,Jornada 25,2023/02/23,Maccabi,B. Munich,90,82
Euroliga,Jornada 25,2023/02/23,Milan,Panathinaikos,78,76
Euroliga,Jornada 25,2023/02/23,Real Madrid,Zalgiris,96,69
Euroliga,Jornada 25,2023/02/23,Partizan,Fenerbahce,94,97
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/23,Lituania,Hungria,89,64
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/23,Republica Checa,Francia,59,72
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/23,Paises Bajos,Georgia,80,88
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/23,Bosnia Herzegovina,Montenegro,74,66
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/23,Islandia,Espana,61,80
Clasificacion Mundial De Baloncesto 2023 - Europa,Segunda Ronda,2023/02/23,Italia,Ucrania,85,75
Copa Del Rey,Final,2023/02/19,Lenovo Tenerife,Unicaja,80,83
Copa Del Rey,Semifinal,2023/02/18,Real Madrid,Unicaja,82,93
Copa Del Rey,Semifinal,2023/02/18,Joventut Badalona,Lenovo Tenerife,72,73
Copa Del Rey,Cuartos,2023/02/17,Lenovo Tenerife,Gran Canaria,89,73
Copa Del Rey,Cuartos,2023/02/17,Joventut Badalona,Cazoo Baskonia,94,81
Nba,Jornada 119,2023/02/17,Chicago Bulls,Milwaukee Bucks,100,112
Nba,Jornada 119,2023/02/17,Minnesota Timberwolves,Washington Wizards,106,114
Nba,Jornada 119,2023/02/17,Phoenix Suns,Los Angeles Clippers,107,116
Copa Del Rey,Cuartos,2023/02/16,Real Madrid,Valencia Basket,86,85
Copa Del Rey,Cuartos,2023/02/16,Barca,Unicaja,87,89
Nba,Jornada 118,2023/02/16,Charlotte Hornets,San Antonio Spurs,120,110
Nba,Jornada 118,2023/02/16,Indiana Pacers,Chicago Bulls,117,113
Nba,Jornada 118,2023/02/16,Philadelphia 76Ers,Cleveland Cavaliers,118,112
Nba,Jornada 118,2023/02/16,Brooklyn Nets,Miami Heat,116,105
Nba,Jornada 118,2023/02/16,Atlanta Hawks,New York Knicks,101,122
Nba,Jornada 118,2023/02/16,Boston Celtics,Detroit Pistons,127,109
Nba,Jornada 118,2023/02/16,Memphis Grizzlies,Utah Jazz,117,111
Nba,Jornada 118,2023/02/16,Oklahoma City Thunder,Houston Rockets,133,96
Nba,Jornada 118,2023/02/16,Denver Nuggets,Dallas Mavericks,118,109
Nba,Jornada 118,2023/02/16,Los Angeles Lakers,New Orleans Pelicans,120,102
Nba,Jornada 117,2023/02/15,Milwaukee Bucks,Boston Celtics,131,125
Nba,Jornada 117,2023/02/15,Toronto Raptors,Orlando Magic,123,113
Nba,Jornada 117,2023/02/15,Phoenix Suns,Sacramento Kings,120,109
Nba,Jornada 117,2023/02/15,Portland Trail Blazers,Washington Wizards,101,126
Nba,Jornada 117,2023/02/15,Los Angeles Clippers,Golden State Warriors,134,124
Champions League,Octavos,2023/02/15,Ucam Murcia,Darussafaka,96,87
Champions League,Octavos,2023/02/15,Baxi Manresa,Bahcesehir Koleji,90,72
Nba,Jornada 116,2023/02/14,Cleveland Cavaliers,San Antonio Spurs,117,109
Nba,Jornada 116,2023/02/14,Indiana Pacers,Utah Jazz,117,123
Nba,Jornada 116,2023/02/14,Charlotte Hornets,Atlanta Hawks,144,138
Nba,Jornada 116,2023/02/14,Philadelphia 76Ers,Houston Rockets,123,104
Nba,Jornada 116,2023/02/14,Miami Heat,Denver Nuggets,108,112
Nba,Jornada 116,2023/02/14,New York Knicks,Brooklyn Nets,124,106
Nba,Jornada 116,2023/02/14,Chicago Bulls,Orlando Magic,91,100
Nba,Jornada 116,2023/02/14,Oklahoma City Thunder,New Orleans Pelicans,100,103
Nba,Jornada 116,2023/02/14,Dallas Mavericks,Minnesota Timberwolves,121,124
Nba,Jornada 116,2023/02/14,Golden State Warriors,Washington Wizards,135,126
Nba,Jornada 116,2023/02/14,Portland Trail Blazers,Los Angeles Lakers,127,115
Acb,Jornada 20,2023/02/12,Barca,Rio Breogan,82,54
Acb,Jornada 20,2023/02/12,Valencia Basket,Gran Canaria,82,76
Acb,Jornada 20,2023/02/12,Ucam Murcia,Real Madrid,80,88
Acb,Jornada 20,2023/02/12,Unicaja,Cazoo Baskonia,81,89
Nba,Jornada 114,2023/02/12,Brooklyn Nets,Philadelphia 76Ers,98,101
Nba,Jornada 114,2023/02/12,Charlotte Hornets,Denver Nuggets,105,119
Nba,Jornada 114,2023/02/12,Orlando Magic,Miami Heat,103,107
Nba,Jornada 114,2023/02/12,Washington Wizards,Indiana Pacers,127,113
Nba,Jornada 114,2023/02/12,New York Knicks,Utah Jazz,126,120
Nba,Jornada 114,2023/02/12,Atlanta Hawks,San Antonio Spurs,125,106
Nba,Jornada 114,2023/02/12,Cleveland Cavaliers,Chicago Bulls,97,89
Nba,Jornada 114,2023/02/12,Golden State Warriors,Los Angeles Lakers,103,109
Nba,Jornada 114,2023/02/12,Sacramento Kings,Dallas Mavericks,133,128
Nba,Jornada 115,2023/02/12,Boston Celtics,Memphis Grizzlies,119,109
Nba,Jornada 115,2023/02/12,Toronto Raptors,Detroit Pistons,119,118
Acb,Jornada 20,2023/02/11,Carplus Fuenlabrada,Casademont Zaragoza,71,85
Acb,Jornada 20,2023/02/11,Surne Bilbao,Granada,90,73
Acb,Jornada 20,2023/02/11,Real Betis,Joventut Badalona,67,71
Acb,Jornada 20,2023/02/11,Basquet Girona,Monbus Obradoiro,93,76
